Age,Tenure_Months,Monthly_Charges,Total_Charges,Support_Calls,Late_Payments,Usage_Hours,Discount,Complaints,Tenure_to_Age_Ratio,Charges_Deviation,Support_Per_Month,Gender,Contract_Type,Internet_Service,Payment_Method,Churn
29.0,15,22.41,321.82,3,1,94.0,15.0,1,0.51724120095131,0.955347636434908,0.19999986666675557,Male,Two year,No,Bank transfer (automatic),0
71.0,5,38.32,199.53,3,1,106.6,0.0,0,0.07042252529260207,-1.5859201881596263,0.5999988000024,Female,Month-to-month,No,Credit card (automatic),1
63.0,8,57.72,452.94,3,0,81.4,0.0,1,0.12698410682791955,1.1025707717865316,0.37499953125058594,Male,Two year,Fiber optic,Electronic check,0
60.0,72,75.24,5588.8,1,1,116.3,0.0,1,1.1999998000000334,-2.38221144135953,0.013888886959876811,Male,Two year,Fiber optic,Electronic check,0
66.0,24,71.36,1643.14,0,0,162.4,15.0,3,0.3636363085399532,2.8958618600575505,0.0,Female,Month-to-month,Fiber optic,Mailed check,0
18.0,7,77.31,552.66,2,1,231.8,0.0,1,0.3888886728396262,-1.6413157838345853,0.2857138775516035,Male,One year,Fiber optic,Credit card (automatic),0
21.0,19,81.08,1606.89,0,1,157.7,0.0,0,0.9047614739231077,-3.493113382571906,0.0,Female,Month-to-month,Fiber optic,Mailed check,0
69.0,2,68.74,139.8,2,1,152.6,5.0,1,0.02898550304557927,-1.1596505017475067,0.9999950000249999,Female,Month-to-month,DSL,Electronic check,1
39.0,72,52.93,3768.3,3,1,183.4,5.0,3,1.8461533727811863,0.5925072690962097,0.04166666087963043,Male,One year,DSL,Mailed check,0
74.0,22,38.82,816.62,0,0,175.9,0.0,0,0.2972972571219923,1.700925963215468,0.0,Male,One year,DSL,Bank transfer (automatic),0
27.0,20,60.37,1255.81,1,0,175.0,0.0,0,0.7407404663924199,-2.420468604765702,0.0499999750000125,Female,Month-to-month,Fiber optic,Electronic check,0
25.0,11,68.5,753.16,1,1,162.3,0.0,2,0.4399998240000704,0.030971335480600715,0.09090900826453795,Male,Month-to-month,DSL,Electronic check,1
24.0,12,76.25,882.58,0,0,123.5,5.0,1,0.49999979166675346,2.7017279568933645,0.0,Female,Two year,Fiber optic,Electronic check,0
39.0,7,92.76,648.04,2,0,132.0,0.0,1,0.17948713346483755,0.18298939572943596,0.2857138775516035,Male,Month-to-month,Fiber optic,Mailed check,1
55.0,20,78.12,1597.06,1,1,164.3,5.0,0,0.36363629752067317,-1.732960073519962,0.0499999750000125,Male,Two year,Fiber optic,Electronic check,0
64.0,72,24.48,1829.34,2,0,60.0,10.0,1,1.1249998242187773,-0.9274964711810441,0.027777773919753623,Female,One year,No,Bank transfer (automatic),0
36.0,23,83.84,1897.49,2,2,133.4,0.0,1,0.6388887114198023,1.3404706519692837,0.08695648393196351,Male,Two year,Fiber optic,Credit card (automatic),0
71.0,3,24.48,71.5,1,0,169.3,0.0,2,0.04225351517556124,0.6467461108462977,0.3333322222259259,Female,Two year,No,Credit card (automatic),0
66.0,19,88.13,1640.35,2,0,148.2,5.0,0,0.2878787442607963,1.7958349127184619,0.10526310249310396,Female,Two year,Fiber optic,Bank transfer (automatic),0
39.0,3,85.08,246.3,1,1,73.2,0.0,0,0.07692305719921609,2.9802736657544386,0.3333322222259259,Female,Month-to-month,Fiber optic,Electronic check,1
46.0,3,50.83,150.48,3,1,78.4,5.0,0,0.06521737712665714,0.6701671994426732,0.9999966666777778,Male,Month-to-month,DSL,Mailed check,1
53.0,14,99.59,1410.13,2,1,163.1,0.0,1,0.2641508935564352,-1.1334994832146634,0.1428570408163994,Male,One year,Fiber optic,Electronic check,0
47.0,33,107.76,854.12,3,0,26.2,15.0,0,0.7021275101856361,81.87758360073225,0.09090906336088989,Male,Month-to-month,Fiber optic,Electronic check,0
57.0,34,73.7,2624.07,3,2,134.7,0.0,0,0.5964911234226099,-3.4785067122039095,0.08823526816609759,Male,One year,Fiber optic,Bank transfer (automatic),0
42.0,4,60.43,235.21,2,2,178.3,15.0,0,0.09523807256236366,1.62764700588248,0.49999875000312505,Female,One year,DSL,Mailed check,0
24.0,47,28.07,1318.25,2,4,170.0,0.0,0,1.9583325173614512,0.022133627205612072,0.042553182435493095,Female,Month-to-month,No,Bank transfer (automatic),0
40.0,7,88.98,598.62,1,0,106.6,5.0,0,0.1749999562500109,3.462979310029553,0.14285693877580175,Female,Two year,Fiber optic,Credit card (automatic),0
71.0,23,74.1,1639.75,1,2,116.4,5.0,1,0.3239436163459695,2.806552736281418,0.043478241965981754,Male,Month-to-month,Fiber optic,Bank transfer (automatic),0
45.0,21,51.77,1129.4,1,0,198.4,5.0,1,0.466666562962986,-2.010926770987254,0.04761902494332146,Female,Month-to-month,DSL,Mailed check,0
37.0,19,49.75,986.62,0,0,217.1,0.0,1,0.5135133747261149,-2.1773410908731137,0.0,Female,Month-to-month,DSL,Bank transfer (automatic),0
27.0,14,79.81,1160.2,1,0,112.7,10.0,0,0.5185183264746939,-3.0613693775933086,0.0714285204081997,Male,Two year,Fiber optic,Credit card (automatic),0
22.0,72,23.9,1770.16,0,0,90.8,0.0,0,3.272725785124643,-0.6855521408955383,0.0,Male,One year,No,Credit card (automatic),0
41.0,1,45.04,47.02,3,0,50.7,5.0,0,0.024390237953600496,-1.9795298047019543,2.9999700002999967,Female,Month-to-month,DSL,Electronic check,1
56.0,33,101.62,3355.17,2,1,199.3,0.0,1,0.5892856090561412,-0.05178737218562901,0.06060604224059325,Male,Month-to-month,Fiber optic,Credit card (automatic),0
74.0,26,49.92,1335.07,1,0,174.9,10.0,1,0.3513513038714454,-1.4288264042975314,0.03846152366864474,Female,One year,DSL,Electronic check,0
49.0,5,75.03,361.91,1,0,99.3,10.0,0,0.10204079550187846,2.6481447637104623,0.19999960000080003,Male,Month-to-month,DSL,Mailed check,0
19.0,1,103.7,103.21,0,1,141.3,0.0,0,0.05263155124655198,0.4910320896791234,0.0,Male,Month-to-month,Fiber optic,Credit card (automatic),1
51.0,24,69.47,1676.5,1,0,174.4,15.0,0,0.4705881430219327,-0.38413756077602557,0.04166664930556279,Male,Month-to-month,DSL,Credit card (automatic),0
65.0,10,60.63,584.23,0,0,69.8,0.0,1,0.15384613017751841,2.2070584229415786,0.0,Female,Month-to-month,DSL,Electronic check,1
43.0,12,74.42,882.39,2,0,102.0,20.0,0,0.27906970254192964,0.887561277032276,0.16666652777789354,Female,One year,DSL,Credit card (automatic),0
55.0,51,24.97,1286.9,2,0,80.2,5.0,0,0.9272725586777165,-0.263328385621886,0.03921567858516106,Female,One year,No,Electronic check,0
21.0,8,76.63,603.23,3,0,208.3,5.0,1,0.38095219954657167,1.2263442545696677,0.37499953125058594,Female,One year,Fiber optic,Credit card (automatic),0
43.0,10,64.99,619.83,2,2,120.4,0.0,0,0.23255808545160803,3.007061982938005,0.1999998000002,Male,Two year,DSL,Bank transfer (automatic),0
27.0,20,68.59,1407.65,0,1,149.0,20.0,1,0.7407404663924199,-1.7924648087676047,0.0,Female,Two year,DSL,Bank transfer (automatic),0
48.0,10,95.91,981.03,0,2,113.6,5.0,0,0.20833328993056457,-2.1929018970981105,0.0,Male,One year,Fiber optic,Credit card (automatic),0
55.0,54,72.68,3986.63,1,0,123.6,10.0,0,0.9818180033058175,-1.1464678099133607,0.01851851508916387,Female,One year,DSL,Electronic check,0
23.0,13,20.77,264.99,1,0,181.7,0.0,1,0.5652171455577628,0.38616952602344057,0.07692301775152481,Female,Month-to-month,No,Credit card (automatic),0
53.0,34,56.89,1937.93,1,0,167.7,5.0,0,0.6415093129227711,-0.10792441237516925,0.029411756055365862,Female,One year,DSL,Electronic check,0
70.0,9,92.3,870.46,1,1,180.3,10.0,1,0.12857141020408425,-4.417670313699659,0.11111098765445816,Male,Two year,Fiber optic,Credit card (automatic),0
29.0,43,23.36,1051.08,2,1,135.0,0.0,0,1.4827581093937554,-1.083715245647614,0.0465116170903216,Female,Month-to-month,No,Electronic check,0
63.0,8,46.12,358.11,6,0,126.8,0.0,0,0.12698410682791955,1.3563059546175538,0.7499990625011719,Female,Two year,DSL,Electronic check,0
66.0,42,66.17,2656.84,1,1,168.3,0.0,1,0.6363635399449181,2.9119198233524273,0.023809518140590916,Female,Month-to-month,DSL,Electronic check,0
22.0,5,20.92,107.64,6,0,176.5,0.0,0,0.2272726239669891,-0.6079569440861121,1.1999976000048,Male,Month-to-month,No,Mailed check,1
24.0,29,85.79,2391.86,3,1,103.2,0.0,1,1.208332829861321,3.312097406173308,0.10344824019026201,Female,Month-to-month,Fiber optic,Credit card (automatic),0
38.0,7,67.11,466.49,1,0,207.9,5.0,2,0.1842104778393479,0.46866663047623547,0.14285693877580175,Male,Month-to-month,Fiber optic,Electronic check,1
38.0,8,22.48,178.08,1,1,202.0,0.0,0,0.2105262603878262,0.2200278249652179,0.12499984375019532,Female,Month-to-month,No,Electronic check,1
68.0,5,53.0,266.14,2,2,181.8,10.0,0,0.07352940095155867,-0.22789354421291108,0.39999920000160005,Female,One year,DSL,Mailed check,0
40.0,7,85.09,571.29,0,0,173.5,5.0,1,0.1749999562500109,3.477259446772223,0.0,Female,One year,Fiber optic,Bank transfer (automatic),0
20.0,49,92.79,4376.22,3,1,159.5,0.0,0,2.4499987750006125,3.479405981753885,0.061224477301127074,Male,Month-to-month,Fiber optic,Credit card (automatic),0
65.0,3,50.15,147.58,3,0,154.3,5.0,0,0.04615383905325553,0.9568306438978524,0.9999966666777778,Male,Month-to-month,DSL,Credit card (automatic),1
51.0,11,73.09,837.08,2,0,124.6,10.0,0,0.21568623221838581,-3.0081126380794245,0.1818180165290759,Male,Month-to-month,Fiber optic,Electronic check,1
52.0,15,58.89,912.27,1,1,57.3,5.0,0,0.2884614829881763,-1.9279594546936991,0.06666662222225185,Male,Two year,Fiber optic,Mailed check,0
21.0,1,49.38,48.14,0,0,159.3,0.0,0,0.04761902494332146,1.2404813951860518,0.0,Female,Month-to-month,DSL,Mailed check,1
24.0,4,55.85,216.8,1,3,116.7,0.0,0,0.16666659722225116,1.6501354996612463,0.24999937500156252,Female,Month-to-month,DSL,Credit card (automatic),1
71.0,31,88.89,2647.8,2,0,125.4,15.0,1,0.43661965681413284,3.477124326734085,0.06451610822061025,Female,Two year,Fiber optic,Mailed check,0
47.0,72,77.04,5393.1,2,2,10.0,0.0,0,1.5319145676777515,2.135843736688372,0.027777773919753623,Female,Two year,Fiber optic,Credit card (automatic),0
55.0,10,94.49,923.69,1,1,182.5,0.0,1,0.18181814876033658,2.121092368907611,0.0999999000001,Female,One year,Fiber optic,Mailed check,0
31.0,19,56.8,1036.9,1,0,171.1,5.0,0,0.6129030280957974,2.226344512450247,0.05263155124655198,Male,Month-to-month,DSL,Mailed check,0
56.0,9,45.83,410.82,0,0,196.6,5.0,0,0.16071425701531125,0.18338405179549255,0.0,Male,Month-to-month,DSL,Electronic check,1
32.0,1,84.83,81.36,5,4,153.9,0.0,0,0.03124999023437805,3.4708135918640863,4.999950000499995,Male,One year,Fiber optic,Mailed check,0
23.0,72,52.73,3647.21,2,0,183.9,0.0,1,3.1304334215506864,2.074312591067695,0.027777773919753623,Male,Month-to-month,DSL,Bank transfer (automatic),0
70.0,5,24.46,123.52,2,1,181.1,10.0,2,0.07142856122449125,-0.2439505920988161,0.39999920000160005,Male,Month-to-month,No,Electronic check,1
39.0,23,37.38,899.14,2,0,124.7,0.0,2,0.5897434385273234,-1.7130264812928289,0.08695648393196351,Female,Two year,No,Credit card (automatic),0
43.0,16,92.35,1406.96,3,1,113.6,0.0,0,0.3720929367225728,4.415054959340637,0.18749988281257324,Female,One year,Fiber optic,Bank transfer (automatic),0
74.0,35,43.4,1544.89,1,3,120.4,0.0,0,0.472972909057715,-0.7397016743709486,0.028571420408165595,Female,Month-to-month,DSL,Bank transfer (automatic),0
21.0,29,63.41,1793.27,0,1,110.5,0.0,0,1.3809517233563222,1.573124771336282,0.0,Female,Month-to-month,DSL,Electronic check,0
61.0,32,66.91,2164.54,1,2,152.9,0.0,1,0.5245900779360527,-0.7318538619206691,0.03124999023437805,Male,Two year,Fiber optic,Mailed check,0
36.0,41,85.94,3562.78,1,0,172.2,0.0,2,1.1388885725309519,-0.9570519763287848,0.024390237953600496,Female,Month-to-month,Fiber optic,Electronic check,0
70.0,60,33.1,1955.74,2,1,257.1,0.0,1,0.857142734693895,0.5043387659435439,0.0333333277777787,Female,One year,No,Bank transfer (automatic),0
24.0,14,73.09,1051.35,1,2,173.0,0.0,0,0.583333090277879,-2.0063749311607495,0.0714285204081997,Male,Month-to-month,Fiber optic,Bank transfer (automatic),0
37.0,72,84.97,5866.78,3,0,130.4,0.0,0,1.9459454200147512,3.4869557615339346,0.04166666087963043,Female,Month-to-month,Fiber optic,Credit card (automatic),0
21.0,15,73.95,1116.96,1,2,115.3,0.0,3,0.7142853741498219,-0.5139503573664257,0.06666662222225185,Female,Month-to-month,Fiber optic,Credit card (automatic),1
71.0,51,65.57,854.12,6,1,129.9,20.0,2,0.7183097579845411,48.82255230342111,0.11764703575548317,Male,Two year,Fiber optic,Mailed check,0
48.0,10,26.42,263.37,0,2,177.8,0.0,3,0.20833328993056457,0.08302633697366346,0.0,Male,Month-to-month,No,Electronic check,1
62.0,6,83.16,479.04,2,1,89.3,0.0,3,0.09677417793964871,3.320133066444882,0.33333277777870374,Male,One year,Fiber optic,Credit card (automatic),1
25.0,2,65.76,137.81,0,0,94.6,5.0,2,0.0799999680000128,-3.1446554767226047,0.0,Male,Month-to-month,Fiber optic,Credit card (automatic),1
30.0,59,94.77,5728.31,3,0,195.9,15.0,1,1.9666660111113297,-2.3199835440705954,0.05084744900890695,Female,Month-to-month,Fiber optic,Credit card (automatic),0
74.0,2,27.84,55.83,0,0,175.9,0.0,1,0.02702702337472657,-0.07486042569787088,0.0,Female,Two year,No,Electronic check,0
39.0,8,96.39,791.96,3,0,96.9,0.0,0,0.20512815253124292,-2.604876256404694,0.37499953125058594,Male,One year,Fiber optic,Electronic check,1
68.0,13,72.15,915.38,1,1,136.6,5.0,0,0.19117644247405258,1.7362080106092321,0.07692301775152481,Male,One year,DSL,Mailed check,0
38.0,24,55.47,1355.64,2,2,158.1,0.0,0,0.6315787811634785,-1.014976464593147,0.08333329861112558,Female,Two year,DSL,Electronic check,0
69.0,30,77.4,2325.11,2,0,113.9,10.0,1,0.434782545683689,-0.10364083211972286,0.06666664444445185,Male,Month-to-month,Fiber optic,Mailed check,0
35.0,54,31.59,1661.68,0,0,117.7,15.0,0,1.542856702040942,0.8181538466381788,0.0,Male,Month-to-month,No,Electronic check,0
66.0,7,89.86,620.9,1,1,199.5,15.0,0,0.10606058999081969,1.1601267141046918,0.14285693877580175,Male,Two year,Fiber optic,Mailed check,0
50.0,47,49.31,2357.5,2,2,251.8,0.0,0,0.9399998120000376,-0.8495637958374829,0.042553182435493095,Female,Month-to-month,DSL,Mailed check,0
47.0,12,73.45,846.45,7,1,125.9,0.0,0,0.2553190946129586,2.912558781201014,0.5833328472226273,Male,Month-to-month,Fiber optic,Mailed check,1
30.0,20,94.99,1911.76,4,2,148.1,0.0,2,0.6666664444445185,-0.5979522060239049,0.19999990000005,Female,Month-to-month,Fiber optic,Electronic check,1
53.0,5,74.72,374.9,0,0,107.4,5.0,0,0.09433960484158399,-0.25985004029992353,0.0,Female,Month-to-month,Fiber optic,Credit card (automatic),1
50.0,44,74.1,3384.54,0,2,167.4,20.0,0,0.8799998240000352,-2.8213461542395066,0.0,Female,Month-to-month,Fiber optic,Credit card (automatic),0
54.0,64,94.93,6083.67,2,0,112.9,0.0,0,1.1851849657064877,-0.12732889729234387,0.03124999511718826,Male,One year,Fiber optic,Bank transfer (automatic),0
43.0,59,20.29,1197.45,1,1,183.2,15.0,0,1.3720927041644873,-0.0057592719052088626,0.01694914966963565,Male,Month-to-month,No,Credit card (automatic),0
60.0,2,30.95,62.44,0,1,99.5,0.0,1,0.0333333277777787,-0.2698439007804936,0.0,Male,One year,No,Bank transfer (automatic),0
72.0,12,66.08,789.69,5,2,144.1,20.0,1,0.16666664351852173,0.2725548395376194,0.4166663194447338,Male,Month-to-month,Fiber optic,Credit card (automatic),1
67.0,1,32.38,31.76,0,1,57.2,5.0,0,0.014925370906661057,0.6203175968240338,0.0,Female,One year,No,Credit card (automatic),0
45.0,72,92.68,6902.22,1,1,126.3,15.0,0,1.5999996444445233,-3.184153352200923,0.013888886959876811,Female,Month-to-month,Fiber optic,Electronic check,0
47.0,72,73.33,5531.83,1,0,112.8,5.0,0,1.5319145676777515,-3.500961551255344,0.013888886959876811,Male,Two year,Fiber optic,Electronic check,0
59.0,4,70.33,280.2,3,0,126.3,15.0,0,0.0677965986785426,0.2801751245621773,0.7499981250046875,Female,Month-to-month,DSL,Electronic check,1
58.0,4,65.06,252.03,3,0,164.0,5.0,0,0.06896550535077493,2.052657518356199,0.7499981250046875,Male,Month-to-month,Fiber optic,Mailed check,1
60.0,30,95.0,2980.88,1,1,67.0,0.0,0,0.49999991666668053,-4.362633545788825,0.033333322222225924,Female,One year,Fiber optic,Electronic check,0
45.0,1,82.47,78.52,3,3,94.2,0.0,1,0.022222217283951712,3.950785192148089,2.9999700002999967,Male,Two year,Fiber optic,Credit card (automatic),0
33.0,69,50.8,3453.15,0,0,155.5,0.0,0,2.0909084573004675,0.7543550790789695,0.0,Male,Month-to-month,DSL,Electronic check,0
59.0,13,68.16,842.76,1,0,230.5,5.0,3,0.22033894570526344,3.3323575597249544,0.07692301775152481,Male,Month-to-month,Fiber optic,Bank transfer (automatic),0
19.0,27,88.02,2460.16,0,1,48.6,0.0,0,1.4210518836569033,-3.0970032899987814,0.0,Female,Month-to-month,Fiber optic,Electronic check,1
44.0,26,93.08,2451.01,2,1,112.3,0.0,0,0.5909089566116007,-1.1895791270849685,0.07692304733728948,Male,Month-to-month,Fiber optic,Bank transfer (automatic),0
34.0,72,26.1,1922.2,6,1,141.0,0.0,0,2.1176464359863423,-0.5972185142752053,0.08333332175926086,Female,One year,No,Credit card (automatic),0
44.0,53,68.43,3630.53,1,0,237.0,5.0,0,1.2045451807851861,-0.07055311310317336,0.018867920968316798,Female,One year,DSL,Electronic check,0
33.0,3,58.0,172.41,0,1,185.6,0.0,0,0.09090906336088989,0.5301915660281153,0.0,Female,Two year,DSL,Credit card (automatic),0
32.0,1,77.47,79.35,2,1,149.0,0.0,1,0.03124999023437805,-1.87920650793491,1.9999800001999979,Female,Month-to-month,Fiber optic,Electronic check,1
18.0,20,32.01,646.72,1,2,197.4,5.0,1,1.1111104938275034,-0.32598383200808456,0.0499999750000125,Female,Month-to-month,No,Electronic check,0
74.0,3,56.88,170.42,3,1,98.4,0.0,0,0.04054053506208986,0.07352268825771091,0.9999966666777778,Female,Two year,DSL,Electronic check,0
52.0,8,100.03,835.04,3,2,160.8,0.0,0,0.1538461242603607,-4.349869525163086,0.37499953125058594,Male,One year,Fiber optic,Bank transfer (automatic),0
30.0,36,92.87,3503.1,1,0,229.7,5.0,1,1.1999996000001334,-4.43830630324824,0.027777770061730538,Male,Two year,Fiber optic,Electronic check,0
73.0,1,98.07,96.08,2,0,183.2,0.0,2,0.013698628260461882,1.9909607903920943,1.9999800001999979,Female,Month-to-month,Fiber optic,Credit card (automatic),1
57.0,17,104.04,1739.68,0,0,71.6,5.0,0,0.29824556171130495,1.7059425494455525,0.0,Female,Two year,Fiber optic,Mailed check,0
63.0,1,95.28,93.85,3,0,63.0,0.0,2,0.015873013353489944,1.4309384906151053,2.9999700002999967,Female,Month-to-month,Fiber optic,Bank transfer (automatic),1
38.0,45,80.21,3696.18,2,3,198.1,0.0,0,1.1842102146815223,-1.9273150805966424,0.044444434567903424,Female,One year,Fiber optic,Electronic check,0
27.0,5,54.72,286.09,1,3,182.2,10.0,1,0.18518511659810497,-2.4978855642288735,0.19999960000080003,Male,One year,Fiber optic,Electronic check,0
59.0,8,20.5,156.36,3,0,91.7,15.0,0,0.1355931973570852,0.95502443121946,0.37499953125058594,Female,Month-to-month,No,Credit card (automatic),1
48.0,3,77.67,239.95,3,1,122.1,0.0,1,0.06249998697916938,-2.3130667231109214,0.9999966666777778,Female,Two year,Fiber optic,Electronic check,0
56.0,6,23.9,137.4,1,1,172.2,5.0,2,0.10714283801020749,1.0000381666030513,0.16666638888935187,Female,Month-to-month,No,Electronic check,1
26.0,2,82.33,171.49,0,0,204.8,0.0,0,0.07692304733728948,-3.4145712771436223,0.0,Female,Month-to-month,Fiber optic,Mailed check,1
22.0,2,67.72,132.11,2,1,108.7,15.0,1,0.09090904958679565,1.66533027334863,0.9999950000249999,Female,Month-to-month,DSL,Mailed check,1
33.0,2,75.88,154.19,1,1,177.9,10.0,0,0.06060604224059325,-1.2146145269273632,0.49999750001249993,Female,Two year,Fiber optic,Electronic check,0
70.0,50,54.62,2692.01,0,0,78.3,0.0,0,0.7142856122449125,0.7798107680378408,0.0,Male,Month-to-month,DSL,Electronic check,0
51.0,72,51.39,3687.59,4,0,81.0,0.0,1,1.4117644290657982,0.17347933562787432,0.055555547839507245,Female,Month-to-month,DSL,Mailed check,1
44.0,20,90.29,1855.02,1,0,122.7,5.0,0,0.45454535123969286,-2.460953624523185,0.0499999750000125,Male,Month-to-month,Fiber optic,Electronic check,0
64.0,6,23.03,137.21,3,2,103.4,5.0,0,0.09374998535156479,0.1617047804920304,0.4999991666680556,Male,Month-to-month,No,Mailed check,0
30.0,27,63.39,1708.74,1,2,97.6,0.0,2,0.8999997000001,0.10335677283082134,0.03703702331962099,Male,Month-to-month,DSL,Mailed check,0
29.0,12,67.54,854.12,4,0,192.9,5.0,1,0.41379296076104805,-3.6366073528271983,0.33333305555578707,Female,Month-to-month,Fiber optic,Electronic check,1
45.0,1,88.81,84.8,0,0,100.0,0.0,0,0.022222217283951712,4.0108479915200945,0.0,Male,Two year,Fiber optic,Electronic check,0
50.0,10,45.38,460.36,2,1,146.5,0.0,0,0.199999960000008,-0.6559539640460343,0.1999998000002,Male,Month-to-month,DSL,Bank transfer (automatic),0
42.0,41,85.74,3536.04,4,0,67.6,5.0,0,0.9761902437642276,-0.5048570134495094,0.09756095181440198,Female,One year,Fiber optic,Bank transfer (automatic),0
64.0,11,88.95,951.37,1,1,290.7,0.0,0,0.17187497314453543,2.461896807366543,0.09090900826453795,Female,Month-to-month,Fiber optic,Credit card (automatic),1
44.0,28,68.35,1887.85,2,0,136.1,0.0,1,0.63636349173557,0.9268097939964974,0.07142854591837645,Male,Two year,DSL,Mailed check,0
26.0,42,20.5,834.74,2,0,184.9,0.0,0,1.6153839940830792,0.6252428273231381,0.04761903628118183,Female,Two year,No,Credit card (automatic),0
52.0,22,60.76,1306.97,3,2,88.7,10.0,0,0.42307684171599197,1.3522997307728488,0.13636357438019348,Female,Two year,Fiber optic,Electronic check,0
73.0,41,61.81,2576.71,0,0,125.2,0.0,1,0.5616437586789371,-1.0365700374219387,0.0,Male,month-to-month,Fiber optic,Bank transfer (automatic),0
71.0,40,54.67,2174.44,2,1,97.9,0.0,0,0.5633802023408165,0.30901359024660735,0.04999998750000312,Female,Month-to-month,DSL,Electronic check,0
19.0,9,88.71,806.89,1,1,211.8,10.0,0,0.4736839612189678,-0.9443448285057485,0.11111098765445816,Female,One year,Fiber optic,Credit card (automatic),0
31.0,16,51.44,821.19,1,3,89.1,20.0,3,0.516128865764882,0.11565707771431732,0.06249996093752441,Female,One year,DSL,Credit card (automatic),0
70.0,2,87.24,166.83,4,3,216.2,15.0,0,0.0285714244897965,3.8254170729146324,1.9999900000499997,Male,Month-to-month,Fiber optic,Credit card (automatic),1
45.0,27,71.05,1852.07,4,2,83.2,0.0,0,0.5999998666666962,2.4548402204295456,0.14814809327848397,Female,Month-to-month,Fiber optic,Mailed check,1
51.0,72,50.6,3465.96,3,0,135.7,0.0,0,1.4117644290657982,2.4616733525453682,0.04166666087963043,Female,Month-to-month,DSL,Mailed check,0
33.0,4,80.58,321.1,4,2,81.9,0.0,2,0.1212120844811865,0.30520068699826197,0.9999975000062501,Female,One year,Fiber optic,Credit card (automatic),1
29.0,1,56.38,56.47,0,0,117.8,10.0,1,0.03448274673008733,-0.08943530564693702,0.0,Female,Month-to-month,DSL,Bank transfer (automatic),1
65.0,1,80.67,82.84,0,2,110.0,5.0,1,0.015384613017751844,-2.169171608283918,0.0,Male,Two year,Fiber optic,Electronic check,0
48.0,15,55.47,859.18,3,2,111.8,15.0,1,0.3124999348958469,-1.8086284809143436,0.19999986666675557,Male,Month-to-month,DSL,Mailed check,0
34.0,33,56.11,1893.7,2,2,108.8,0.0,0,0.9705879498270735,-1.274831095505725,0.06060604224059325,Female,Two year,DSL,Credit card (automatic),0
61.0,8,52.02,402.98,0,0,78.2,0.0,0,0.13114751948401318,1.6475629655462924,0.0,Female,Month-to-month,DSL,Credit card (automatic),1
74.0,72,51.04,3570.02,0,0,159.7,0.0,0,0.9729728414901565,1.4563957755005887,0.0,Female,One year,DSL,Electronic check,0
52.0,18,50.77,926.16,2,2,159.3,20.0,1,0.3461537795858116,-0.6833047481640264,0.11111104938275035,Female,Month-to-month,DSL,Credit card (automatic),0
52.0,8,23.39,188.12,2,2,173.1,5.0,1,0.1538461242603607,-0.12497060628674461,0.24999968750039064,Female,Two year,No,Credit card (automatic),0
63.0,1,80.97,77.22,1,0,70.0,10.0,0,0.015873013353489944,3.7507721922780775,0.9999900000999989,Male,One year,Fiber optic,Credit card (automatic),0
37.0,72,48.04,3306.66,2,1,133.5,0.0,0,1.9459454200147512,2.11417304525375,0.027777773919753623,Female,Month-to-month,DSL,Bank transfer (automatic),0
36.0,9,81.28,730.44,0,1,136.8,5.0,0,0.24999993055557482,0.12009017767756802,0.0,Male,Month-to-month,Fiber optic,Credit card (automatic),1
44.0,6,44.05,277.24,2,3,106.8,15.0,0,0.13636360537190786,-2.1565896556839164,0.33333277777870374,Female,Month-to-month,DSL,Mailed check,1
33.0,6,85.19,496.39,0,1,148.1,20.0,1,0.18181812672177977,2.45847121921463,0.0,Female,Month-to-month,Fiber optic,Electronic check,1
61.0,4,85.66,334.05,3,2,74.0,10.0,0,0.06557375974200659,2.1477087807280384,0.7499981250046875,Male,Two year,Fiber optic,Credit card (automatic),0
50.0,61,62.06,3641.19,2,0,146.3,5.0,1,1.2199997560000486,2.368370441250754,0.032786879871003295,Male,One year,DSL,Electronic check,0
42.0,47,91.11,4126.92,0,0,75.1,0.0,1,1.119047352607773,3.303210171657412,0.0,Male,Month-to-month,Fiber optic,Electronic check,0
64.0,8,50.38,418.29,2,0,127.6,15.0,1,0.12499998046875305,-1.9061846422692028,0.24999968750039064,Male,Month-to-month,DSL,Bank transfer (automatic),1
72.0,37,82.03,3054.54,2,0,128.4,0.0,1,0.513888817515442,-0.5251128229424751,0.0540540394448542,Female,Month-to-month,Fiber optic,Credit card (automatic),0
54.0,15,95.81,1436.07,5,0,128.6,5.0,0,0.27777772633745806,0.07206382529078326,0.3333331111112593,Male,One year,Fiber optic,Electronic check,0
58.0,17,64.79,1127.01,2,0,195.8,15.0,0,0.29310339774079347,-1.5046668854900673,0.11764698961941787,Male,One year,Fiber optic,Bank transfer (automatic),0
46.0,72,84.41,6293.54,0,0,139.2,10.0,1,1.5652170510397714,-3.0002656374631016,0.0,Male,Month-to-month,Fiber optic,Mailed check,0
69.0,61,63.739999999999995,2771.27,2,1,200.2,0.0,1,0.8840578428901676,18.30935170994234,0.032786879871003295,Female,Month-to-month,DSL,Credit card (automatic),0
30.0,10,28.65,280.92,1,0,188.0,15.0,0,0.33333322222225925,0.5580280919719023,0.0999999000001,Male,Month-to-month,No,Bank transfer (automatic),1
48.0,9,78.96,718.2,0,0,235.9,0.0,0,0.18749996093750812,-0.8399113334318713,0.0,Female,Two year,Fiber optic,Mailed check,0
