Order_ID,Quantity,Unit_Price,Cost_Price,Discount,Revenue,Cost,Profit,Profit_Margin,Customer_Rating,Delivery_Time_Days,Marketing_Spend,Page_Views
ORD-10537,20,99.59,49.14,0.016,1959.93,982.8,977.13,0.4986,4.4,4,95.46,89
ORD-10538,16,15.34,14.572999999999999,0.03,238.08,233.17,4.91,0.0206,4.4,4,5.0,45
ORD-10539,13,68.24,41.46,0.114,785.99,538.98,247.01,0.3143,3.1,6,46.95,44
ORD-10540,18,171.96,103.2,0.098,2791.94,1857.6,934.34,0.3347,4.3,5,150.1,91
ORD-10541,28,331.34,185.6,0.044,8869.31,5196.8,3672.51,0.4141,4.1,8,359.21,179
ORD-10542,10,49.23,29.03,0.141,422.89,290.3,132.59,0.3135,3.8,4,29.26,60
ORD-10543,19,301.16,169.6,0.152,4852.29,3222.4,1629.89,0.3359,3.9,7,224.46,117
ORD-10544,17,191.55,104.67,0.06,3060.97,1779.39,1281.58,0.4187,4.5,1,148.76,98
ORD-10545,24,291.68,152.33,0.128,6104.28,3655.92,2448.36,0.4011,3.6,5,260.1,158
ORD-10546,19,114.96,65.46,0.026,2127.45,1243.74,883.71,0.4154,3.8,4,99.22,89
ORD-10547,28,296.38,159.23,0.073,7692.84,4458.44,3234.4,0.4204,4.0,5,304.18,160
ORD-10548,26,273.9,145.14,0.064,6665.63,3773.64,2891.99,0.4339,3.0,6,288.99,172
ORD-10549,23,92.07,53.82,0.135,1831.73,1237.86,593.87,0.3242,3.3,8,68.12,91
ORD-10550,26,59.0,31.05,0.146,1310.04,807.3,502.74,0.3838,3.4,3,36.42,64
ORD-10551,5,305.8,173.33,0.038,1470.9,866.65,604.25,0.4108,4.7,1,88.96,62
ORD-10552,26,337.68,181.78,0.022,8586.53,4726.28,3860.25,0.4496,3.7,4,364.27,193
ORD-10553,21,25.49,11.67,0.094,484.97,245.07,239.9,0.4947,3.6,8,47.59,80
ORD-10554,23,259.98,148.74,0.043,5722.42,3421.02,2301.4,0.4022,3.9,2,232.85,154
ORD-10555,9,319.69,177.23,0.043,2753.49,1595.07,1158.42,0.4207,3.7,4,132.14,81
ORD-10556,12,302.22,158.83,0.135,3137.04,1905.96,1231.08,0.3924,3.6,7,133.9,91
ORD-10557,21,338.11,187.25,0.073,6581.99,3932.25,2649.74,0.4026,3.4,5,273.37,155
ORD-10558,1,269.63,155.7,0.116,238.35,155.7,82.65,0.3468,3.5,7,39.14,32
ORD-10559,26,163.17,87.35,0.141,3644.24,2271.1,1373.14,0.3768,3.8,2,158.52,105
ORD-10560,26,119.5,68.72,0.139,2675.13,1786.72,888.41,0.3321,3.5,5,111.56,92
ORD-10561,1,122.45,63.1,0.056,115.59,63.1,52.49,0.4541,3.8,7,5.0,23
ORD-10562,15,257.68,141.04,0.064,3617.83,2115.6,1502.23,0.4152,3.7,3,165.12,109
ORD-10563,2,264.86,151.12,0.115,468.8,302.24,166.56,0.3553,4.2,7,49.64,23
ORD-10564,22,82.12,46.26,0.147,1541.06,1017.72,523.34,0.3396,3.9,5,64.9,73
ORD-10565,16,305.82,174.65,0.085,4477.2,2794.4,1682.8,0.3759,3.1,6,204.42,114
ORD-10566,25,254.5,142.1,0.08,5853.5,3552.5,2301.0,0.3931,3.7,8,235.0,128
ORD-10567,8,203.52,123.03,0.039,1564.66,984.24,580.42,0.371,3.4,6,88.83,55
ORD-10568,13,172.96,87.3,0.027,2187.77,1134.9,1052.87,0.4813,3.9,4,103.0,70
ORD-10569,21,196.98,107.25,0.128,3607.1,2252.25,1354.85,0.3756,3.2,7,163.3,109
ORD-10570,1,68.35,32.17,0.134,59.19,32.17,27.02,0.4565,3.0,3,6.91,33
ORD-10571,16,83.24,40.7,0.084,1219.97,651.2,568.77,0.4662,3.6,6,69.16,64
ORD-10572,29,45.54,20.01,0.091,1200.48,580.29,620.19,0.5166,3.3,3,54.05,99
ORD-10573,7,66.48,37.4,0.076,429.99,261.8,168.19,0.3911,3.9,5,25.99,22
ORD-10574,5,166.99,92.98,0.165,697.18,464.9,232.28,0.3332,3.6,7,20.12,38
ORD-10575,22,192.67,108.11,0.098,3823.34,2378.42,1444.92,0.3779,3.5,5,156.35,110
ORD-10576,29,20.98,5.92,0.148,518.37,171.68,346.69,0.6688,4.2,8,27.85,103
ORD-10577,23,281.93,153.44,0.025,6322.28,3529.12,2793.16,0.4418,2.7,12,272.58,125
ORD-10578,3,113.55,57.63,0.147,290.57,172.89,117.68,0.405,3.4,5,35.56,28
ORD-10579,12,320.47,180.94,0.038,3699.51,2171.28,1528.23,0.4131,3.2,6,153.86,87
ORD-10580,26,339.12,182.16,0.061,8279.28,4736.16,3543.12,0.428,4.4,7,343.7,187
ORD-10581,16,77.13,41.35,0.104,1105.74,661.6,444.14,0.4017,4.2,6,84.53,69
ORD-10582,19,169.8,96.19,0.169,2680.97,1827.61,853.36,0.3183,2.9,7,124.21,103
ORD-10583,5,15.41,5.4,0.081,70.81,27.0,43.81,0.6187,3.5,4,9.78,20
ORD-10584,22,215.44,121.96,0.048,4512.18,2683.12,1829.06,0.4054,3.5,4,170.29,117
ORD-10585,25,218.45,128.13,0.057,5149.96,3203.25,1946.71,0.378,3.7,3,208.19,144
ORD-10586,29,97.93,54.81,0.008,2817.25,1589.49,1227.76,0.4358,3.4,5,114.3,107
ORD-10587,14,202.07,115.65,0.068,2636.61,1619.1,1017.51,0.3859,3.3,7,150.13,97
ORD-10588,28,90.56,39.44,0.025,2472.29,1104.32,1367.97,0.5533,4.3,4,101.16,114
ORD-10589,5,68.88,35.74,0.069,320.64,178.7,141.94,0.4427,4.5,5,28.59,28
ORD-10590,15,233.26,129.22,0.062,3281.97,1938.3,1343.67,0.4094,3.1,5,151.84,86
ORD-10591,17,124.19,63.04,0.022,2064.78,1071.68,993.1,0.481,3.4,4,114.19,66
ORD-10592,14,212.74,118.05,0.058,2805.62,1652.7,1152.92,0.4109,4.2,1,127.35,82
ORD-10593,20,160.14,93.38,0.052,3036.25,1867.6,1168.65,0.3849,2.9,8,128.8,95
ORD-10594,5,344.76,180.22,0.167,1435.93,901.1,534.83,0.3725,3.7,6,63.79,48
ORD-10595,12,65.11,29.87,0.043,747.72,358.44,389.28,0.5206,3.6,10,50.25,60
ORD-10596,16,170.64,94.78,0.105,2443.56,1516.48,927.08,0.3794,3.8,7,102.48,91
ORD-10597,26,242.95,135.92,0.125,5527.11,3533.92,1993.19,0.3606,3.7,8,219.52,152
ORD-10598,26,147.51,84.82,0.057,3616.65,2205.32,1411.33,0.3902,3.8,2,152.01,152
ORD-10599,16,341.52,188.39,0.044,5223.89,3014.24,2209.65,0.423,3.9,2,204.09,116
ORD-10600,21,256.83,143.56,0.087,4924.2,3014.76,1909.44,0.3878,3.2,6,239.73,126
ORD-10601,7,235.09,133.82,0.026,1602.84,936.74,666.1,0.4156,4.1,3,88.06,62
ORD-10602,4,268.61,145.66,0.023,1049.73,582.64,467.09,0.445,4.6,3,81.3,60
ORD-10603,1,334.14,180.73,0.036,322.11,180.73,141.38,0.4389,3.6,10,35.17,28
ORD-10604,5,319.12,174.67,0.103,1431.25,873.35,557.9,0.3898,3.3,7,95.12,30
ORD-10605,23,257.64,142.7,0.161,4971.68,3282.1,1689.58,0.3398,4.1,4,219.38,139
ORD-10606,26,265.97,142.99,0.011,6839.15,3717.74,3121.41,0.4564,5.0,1,299.46,159
ORD-10607,10,63.88,33.17,0.065,597.28,331.7,265.58,0.4446,4.0,3,6.89,24
ORD-10608,22,49.44,29.18,0.014,1072.45,641.96,430.49,0.4014,4.1,4,44.18,80
ORD-10609,5,206.25,114.23,0.047,982.78,571.15,411.63,0.4188,4.1,4,54.87,24
ORD-10610,4,21.15,10.71,0.08,77.83,42.84,34.99,0.4496,3.3,2,19.03,36
ORD-10611,2,176.59,88.42,0.028,343.29,176.84,166.45,0.4849,3.5,7,27.59,31
ORD-10612,20,85.47,46.99,0.073,1584.61,939.8,644.81,0.4069,3.6,4,85.18,85
ORD-10613,10,130.92,67.16,0.009,1297.42,671.6,625.82,0.4824,4.0,6,74.31,52
ORD-10614,26,274.89,156.1,0.062,6704.02,4058.6,2645.42,0.3946,4.0,6,296.14,162
ORD-10615,19,330.31,180.13,0.135,5428.64,3422.47,2006.17,0.3696,3.5,7,242.18,120
ORD-10616,26,39.26,16.61,0.086,932.97,431.86,501.11,0.5371,3.5,5,70.38,95
ORD-10617,1,193.97,106.38,0.01,192.03,106.38,85.65,0.446,3.3,3,40.86,2
ORD-10618,24,310.65,177.21,0.003,7433.23,4253.04,3180.19,0.4278,3.8,5,314.95,165
ORD-10619,5,42.64,26.61,0.072,197.85,133.05,64.8,0.3275,3.4,4,54.14,40
ORD-10620,13,291.21,161.27,0.059,3562.37,2096.51,1465.86,0.4115,3.0,9,177.88,104
ORD-10621,4,134.86,67.54,0.027,524.88,270.16,254.72,0.4853,4.1,5,23.89,30
ORD-10622,16,122.9,75.7,0.12,1730.43,1211.2,519.23,0.3001,4.0,5,90.11,87
ORD-10623,24,342.45,185.24,0.047,7832.52,4445.76,3386.76,0.4324,3.4,7,300.66,166
ORD-10624,16,82.29,49.93,0.077,1215.26,798.88,416.38,0.3426,3.1,5,38.5,72
ORD-10625,23,247.22,134.34,0.333,3792.6,3089.82,702.78,0.1853,3.0,8,159.21,141
ORD-10626,2,290.18,163.79,0.042,555.98,327.58,228.4,0.4108,4.2,4,24.11,26
ORD-10627,17,28.8,22.37,0.11,435.74,380.29,55.45,0.1273,4.0,4,25.03,62
ORD-10628,28,239.58,135.01,0.11,5970.33,3780.28,2190.05,0.3668,3.6,4,258.74,169
ORD-10629,27,333.77,187.35,0.05,8561.2,5058.45,3502.75,0.4091,3.4,10,375.83,186
ORD-10630,20,56.61,30.64,0.028,1100.5,612.8,487.7,0.4432,2.9,5,76.6,82
ORD-10631,24,315.23,171.21,0.081,6952.71,4109.04,2843.67,0.409,3.0,3,299.31,164
ORD-10632,12,214.25,118.53,0.018,2524.72,1422.36,1102.36,0.4366,4.6,5,99.68,71
ORD-10633,18,221.56,120.16,0.076,3684.99,2162.88,1522.11,0.4131,4.0,4,154.04,102
ORD-10634,3,220.34,133.52,0.024,645.16,400.56,244.6,0.3791,3.9,4,50.36,42
ORD-10635,28,115.11,58.35,0.136,2784.74,1633.8,1150.94,0.4133,3.4,7,114.0,97
ORD-10636,1,328.29,185.57,0.021,321.4,185.57,135.83,0.4226,2.8,8,8.85,35
ORD-10637,1,332.36,185.38,0.006,330.37,185.38,144.99,0.4389,4.2,5,35.6,28
ORD-10638,29,224.48,124.61,0.019,6386.23,3613.69,2772.54,0.4341,3.3,5,269.72,159
ORD-10639,19,277.45,160.0,0.233,4043.28,3040.0,1003.28,0.2481,4.0,4,173.57,126
ORD-10640,11,220.11,122.55,0.049,2302.57,1348.05,954.52,0.4145,3.7,6,123.75,76
ORD-10641,5,177.27,94.32,0.101,796.83,471.6,325.23,0.4082,4.0,1,63.21,43
ORD-10642,12,236.37,131.46,0.196,2280.5,1577.52,702.98,0.3083,3.3,3,132.94,78
ORD-10643,3,200.26,109.23,0.127,524.48,327.69,196.79,0.3752,3.2,5,26.21,40
ORD-10644,1,215.15,120.85,0.086,196.65,120.85,75.8,0.3855,4.2,1,29.31,21
ORD-10645,1,277.58,156.73,0.127,242.33,156.73,85.6,0.3532,3.8,4,24.98,14
ORD-10646,8,176.1,92.56,0.04,1352.45,740.48,611.97,0.4525,3.9,4,74.17,62
ORD-10647,10,28.65,21.73,0.185,233.5,217.3,16.2,0.0694,3.6,7,7.32,49
ORD-10648,11,69.94,37.19,0.038,740.11,409.09,331.02,0.4473,3.0,5,23.57,61
ORD-10649,12,161.93,91.28,0.019,1906.24,1095.36,810.88,0.4254,4.0,7,90.65,74
ORD-10650,29,257.82,144.89,0.184,6101.05,4201.81,1899.24,0.3113,3.4,6,246.4,168
ORD-10651,13,213.75,119.4,0.154,2350.82,1552.2,798.62,0.3397,3.8,9,123.11,77
ORD-10652,12,232.85,127.52,0.046,2665.67,1530.24,1135.43,0.4259,3.2,2,99.12,80
ORD-10653,14,175.56,94.12,0.042,2354.61,1317.68,1036.93,0.4404,3.8,8,87.91,79
ORD-10654,2,221.27,120.35,0.027,430.59,240.7,189.89,0.441,4.1,4,25.97,28
ORD-10655,29,125.22,76.7,0.045,3467.97,2224.3,1243.67,0.3586,2.8,9,130.65,106
ORD-10656,19,172.51,90.55,0.16,2753.26,1720.45,1032.81,0.3751,3.2,8,150.27,99
ORD-10657,18,264.33,141.79,0.049,4524.8,2552.22,1972.58,0.4359,3.7,1,193.25,113
ORD-10658,3,307.06,165.07,0.187,748.92,495.21,253.71,0.3388,3.9,6,35.91,34
ORD-10659,23,160.27,88.83,0.071,3424.49,2043.09,1381.4,0.4034,3.6,8,159.0,139
ORD-10660,17,29.63,8.67,0.097,454.85,147.39,307.46,0.676,4.1,8,46.45,75
ORD-10661,26,69.16,31.27,0.232,1380.99,813.02,567.97,0.4113,3.9,3,73.34,89
ORD-10662,8,21.99,10.79,0.188,142.85,86.32,56.53,0.3957,3.9,6,19.69,31
ORD-10663,29,233.84,122.17,0.025,6611.83,3542.93,3068.9,0.4642,4.2,6,264.72,176
ORD-10664,26,126.33,63.45,0.134,2844.45,1649.7,1194.75,0.42,3.8,7,138.24,111
ORD-10665,10,196.73,101.8,0.082,1805.98,1018.0,787.98,0.4363,3.4,7,108.49,78
ORD-10666,26,180.25,94.9,0.021,4588.08,2467.4,2120.68,0.4622,3.3,8,195.23,135
ORD-10667,2,42.31,26.93,0.013,83.52,53.86,29.66,0.3551,3.9,3,5.61,15
ORD-10668,19,150.09,87.33,0.097,2575.09,1659.27,915.82,0.3556,4.0,6,120.73,89
ORD-10669,9,88.89,58.48,0.024,780.81,526.32,254.49,0.3259,3.5,5,46.27,16
ORD-10670,7,155.16,94.75,0.111,965.56,663.25,302.31,0.3131,4.1,4,35.38,44
ORD-10671,4,83.2,49.69,0.113,295.19,198.76,96.43,0.3267,3.9,4,19.27,15
ORD-10672,26,296.55,168.24,0.118,6800.48,4374.24,2426.24,0.3568,3.1,6,313.85,155
ORD-10673,21,73.35,41.0,0.13,1340.1,861.0,479.1,0.3575,4.0,4,48.39,79
ORD-10674,18,336.86,187.87,0.1,5457.13,3381.66,2075.47,0.3803,3.6,7,222.93,132
ORD-10675,13,154.33,94.6,0.107,1791.62,1229.8,561.82,0.3136,3.3,8,72.43,47
ORD-10676,11,298.49,166.03,0.161,2754.76,1826.33,928.43,0.337,3.9,3,112.29,81
ORD-10677,29,225.64,129.87,0.103,5869.57,3766.23,2103.34,0.3583,3.2,9,243.1,146
ORD-10678,24,261.34,139.07,0.147,5350.15,3337.68,2012.47,0.3762,3.9,4,235.73,147
ORD-10679,4,272.19,146.37,0.113,965.73,585.48,380.25,0.3937,3.6,6,73.26,48
ORD-10680,25,184.12,102.83,0.014,4538.56,2570.75,1967.81,0.4336,2.9,8,199.59,130
ORD-10681,21,197.01,109.11,0.127,3611.78,2291.31,1320.47,0.3656,3.6,5,149.21,108
ORD-10682,29,187.19,99.85,0.073,5032.23,2895.65,2136.58,0.4246,3.6,4,239.39,150
ORD-10683,25,212.0,128.64,0.176,4367.2,3216.0,1151.2,0.2636,3.9,5,158.66,123
ORD-10684,4,24.85,14.53,0.078,91.65,58.12,33.53,0.3658,4.1,5,28.77,31
ORD-10685,10,147.5,78.91,0.057,1390.92,789.1,601.82,0.4327,3.2,9,55.24,42
ORD-10686,5,218.07,120.7,0.064,1020.57,603.5,417.07,0.4087,3.8,1,55.06,25
ORD-10687,9,215.24,118.51,0.042,1855.8,1066.59,789.21,0.4253,3.1,5,97.68,72
ORD-10688,24,280.64,155.29,0.071,6257.15,3726.96,2530.19,0.4044,3.3,6,241.21,144
ORD-10689,3,234.43,120.97,0.018,690.63,362.91,327.72,0.4745,3.7,4,44.75,40
ORD-10690,17,347.36,197.51,0.156,4983.92,3357.67,1626.25,0.3263,3.1,5,217.63,111
ORD-10691,3,110.09,67.29,0.134,286.01,201.87,84.14,0.2942,4.1,4,48.38,24
ORD-10692,16,135.32,81.78,0.232,1662.81,1308.48,354.33,0.2131,3.5,8,122.24,77
ORD-10693,4,143.59,80.6,0.133,497.97,322.4,175.57,0.3526,3.5,7,11.62,22
ORD-10694,18,171.05,97.39,0.003,3069.66,1753.02,1316.64,0.4289,3.7,6,159.04,105
ORD-10695,17,295.06,157.95,0.088,4574.61,2685.15,1889.46,0.413,3.9,5,197.42,106
ORD-10696,7,93.99,55.86,0.111,584.9,391.02,193.88,0.3315,4.0,4,26.27,51
ORD-10697,24,274.96,152.49,0.009,6539.65,3659.76,2879.89,0.4404,4.0,6,282.12,148
ORD-10698,23,150.78,80.63,0.073,3214.78,1854.49,1360.29,0.4231,3.3,9,124.06,107
ORD-10699,5,216.62,123.46,0.026,1054.94,617.3,437.64,0.4148,3.7,5,38.56,25
ORD-10700,12,226.9,129.31,0.052,2581.21,1551.72,1029.49,0.3988,4.0,3,92.22,61
ORD-10701,17,139.9,77.25,0.15,2021.56,1313.25,708.31,0.3504,3.6,5,104.05,83
ORD-10702,23,186.73,104.89,0.037,4135.88,2412.47,1723.41,0.4167,4.0,7,185.34,115
ORD-10703,13,153.37,79.19,0.105,1784.46,1029.47,754.99,0.4231,4.3,4,74.16,66
ORD-10704,23,38.16,27.2,0.007,871.54,625.6,245.94,0.2822,3.9,6,72.72,94
ORD-10705,25,161.45,84.3,0.198,3237.07,2107.5,1129.57,0.3489,3.1,7,134.54,124
ORD-10706,3,47.63,22.67,0.085,130.74,68.01,62.73,0.4798,4.1,3,39.47,19
ORD-10707,9,150.68,83.19,0.059,1276.11,748.71,527.4,0.4133,4.2,1,67.88,55
ORD-10708,17,213.63,123.07,0.101,3264.91,2092.19,1172.72,0.3592,3.5,3,135.45,93
ORD-10709,17,209.1,120.57,0.231,2733.56,2049.69,683.87,0.2502,3.8,4,122.62,71
ORD-10710,20,236.98,130.31,0.045,4526.32,2606.2,1920.12,0.4242,3.5,5,177.25,102
ORD-10711,16,46.91,29.67,0.029,728.79,474.72,254.07,0.3486,4.1,5,47.4,69
ORD-10712,25,233.46,119.96,0.112,5182.81,2999.0,2183.81,0.4214,3.8,7,222.77,126
ORD-10713,22,119.57,62.17,0.054,2488.49,1367.74,1120.75,0.4504,4.0,3,122.45,101
ORD-10714,13,148.68,78.28,0.062,1813.0,1017.64,795.36,0.4387,3.6,7,100.71,51
ORD-10715,27,302.43,172.6,0.183,6671.3,4660.2,2011.1,0.3015,2.8,5,283.59,162
ORD-10716,19,18.03,13.19,0.055,323.73,250.61,73.12,0.2259,3.5,2,5.8,39
ORD-10717,17,212.12,117.59,0.122,3166.1,1999.03,1167.07,0.3686,3.7,5,155.63,93
ORD-10718,4,215.57,119.97,0.149,733.8,479.88,253.92,0.346,4.1,7,44.57,29
ORD-10719,12,147.88,89.18,0.085,1623.72,1070.16,553.56,0.3409,3.8,7,51.54,57
ORD-10720,29,94.4,51.07,0.001,2734.86,1481.03,1253.83,0.4585,4.4,6,129.04,119
ORD-10721,9,93.62,44.92,0.143,722.09,404.28,317.81,0.4401,3.6,7,49.66,35
ORD-10722,19,311.04,176.51,0.048,5626.09,3353.69,2272.4,0.4039,3.7,6,234.67,116
ORD-10723,12,163.08,90.6,0.243,1481.42,1087.2,394.22,0.2661,4.0,7,71.29,45
ORD-10724,9,125.85,73.99,0.097,1022.78,665.91,356.87,0.3489,3.9,2,46.98,49
ORD-10725,7,165.34,90.71,0.05,1099.51,634.97,464.54,0.4225,3.6,2,65.22,49
ORD-10726,28,239.25,127.39,0.111,5955.41,3566.92,2388.49,0.4011,3.7,7,255.32,163
ORD-10727,14,63.83,37.12,0.085,817.66,519.68,297.98,0.3644,3.9,8,34.08,50
ORD-10728,20,165.56,91.11,0.106,2960.21,1822.2,1138.01,0.3844,3.3,6,157.68,90
ORD-10729,19,211.94,117.49,0.21,3181.22,2232.31,948.91,0.2983,3.9,4,132.26,94
ORD-10730,26,332.78,191.11,0.101,7778.4,4968.86,2809.54,0.3612,3.8,4,285.54,161
ORD-10731,15,99.6,49.29,0.048,1422.29,739.35,682.94,0.4802,3.9,5,64.83,55
ORD-10732,16,135.35,75.87,0.12,1905.73,1213.92,691.81,0.363,3.6,8,106.69,71
ORD-10733,21,142.09,74.05,0.121,2622.84,1555.05,1067.79,0.4071,3.5,5,116.82,102
ORD-10734,5,217.86,106.87,0.043,1042.46,534.35,508.11,0.4874,3.6,7,32.18,33
ORD-10735,3,134.51,73.74,0.152,342.19,221.22,120.97,0.3535,3.5,6,13.27,33
ORD-10736,12,193.73,106.71,0.054,2199.22,1280.52,918.7,0.4177,3.5,9,86.75,83
ORD-10737,25,276.9,155.41,0.107,6181.79,3885.25,2296.54,0.3715,3.3,6,253.64,134
ORD-10738,20,251.3,137.13,0.026,4895.32,2742.6,2152.72,0.4398,3.5,5,206.89,118
ORD-10739,27,164.53,83.05,0.01,4397.89,2242.35,2155.54,0.4901,3.4,8,198.32,138
ORD-10740,21,304.51,163.37,0.003,6375.53,3430.77,2944.76,0.4619,4.0,4,271.95,148
ORD-10741,4,201.98,117.67,0.126,706.12,470.68,235.44,0.3334,3.2,4,45.89,44
ORD-10742,21,195.87,103.55,0.149,3500.39,2174.55,1325.84,0.3788,3.9,2,181.71,124
ORD-10743,23,26.45,22.46,0.098,548.73,516.58,32.15,0.0586,3.6,3,49.86,94
ORD-10744,16,345.54,195.3,0.019,5423.6,3124.8,2298.8,0.4239,3.3,9,243.54,124
ORD-10745,25,56.2,29.32,0.124,1230.78,733.0,497.78,0.4044,3.3,7,37.03,77
ORD-10746,7,92.43,47.19,0.124,566.78,330.33,236.45,0.4172,4.0,2,26.39,55
ORD-10747,13,32.32,23.02,0.099,378.56,299.26,79.3,0.2095,3.4,8,6.19,46
ORD-10748,21,229.4,124.97,0.027,4687.33,2624.37,2062.96,0.4401,4.1,4,190.96,117
ORD-10749,10,90.27,41.92,0.041,865.69,419.2,446.49,0.5158,3.8,6,61.55,43
ORD-10750,26,75.3,44.23,0.046,1867.74,1149.98,717.76,0.3843,3.0,45,83.82,102
ORD-10751,7,44.67,26.65,0.205,248.59,186.55,62.04,0.2496,3.0,8,41.03,50
ORD-10752,14,49.61,32.97,0.048,661.2,461.58,199.62,0.3019,3.8,4,51.85,56
ORD-10753,26,210.86,117.72,0.177,4511.98,3060.72,1451.26,0.3216,3.7,4,196.24,133
ORD-10754,5,245.55,132.31,0.011,1214.24,661.55,552.69,0.4552,3.8,1,80.01,49
ORD-10755,3,148.12,87.81,0.118,391.93,263.43,128.5,0.3279,4.3,4,51.14,38
ORD-10756,23,175.77,103.51,0.01,4002.28,2380.73,1621.55,0.4052,4.0,7,181.91,119
ORD-10757,29,244.8,135.81,0.038,6829.43,3938.49,2890.94,0.4233,2.9,8,291.63,166
ORD-10758,11,20.82,11.75,0.042,219.4,129.25,90.15,0.4109,3.7,8,33.28,42
ORD-10759,11,123.25,61.17,0.207,1075.11,672.87,402.24,0.3741,3.5,6,36.91,38
ORD-10760,18,340.99,184.51,0.144,5253.97,3321.18,1932.79,0.3679,4.1,6,223.4,114
ORD-10761,15,209.34,118.94,0.149,2672.23,1784.1,888.13,0.3324,3.1,5,121.53,76
ORD-10762,12,100.17,52.31,0.223,933.99,627.72,306.27,0.3279,4.3,7,46.83,39
ORD-10763,9,189.78,97.09,0.09,1554.3,873.81,680.49,0.4378,3.6,3,65.33,62
ORD-10764,10,129.79,88.86,0.099,1169.41,888.6,280.81,0.2401,4.1,2,76.75,62
ORD-10765,26,193.3,99.0,0.117,4437.78,2574.0,1863.78,0.42,3.5,4,195.06,135
ORD-10766,12,57.12,42.7,0.027,666.93,512.4,154.53,0.2317,3.5,6,45.59,67
ORD-10767,17,59.46,31.17,0.14,869.31,529.89,339.42,0.3904,3.2,3,71.14,81
ORD-10768,29,63.09,34.28,0.075,1692.39,994.12,698.27,0.4126,4.2,5,79.77,99
ORD-10769,6,329.84,178.05,0.053,1874.15,1068.3,805.85,0.43,3.7,4,84.13,62
ORD-10770,7,260.52,147.2,0.065,1705.1,1030.4,674.7,0.3957,3.6,6,103.62,68
ORD-10771,14,69.4,30.97,0.178,798.66,433.58,365.08,0.4571,4.4,7,24.59,41
ORD-10772,13,78.1,33.75,0.108,905.65,438.75,466.9,0.5155,4.1,5,51.99,67
ORD-10773,8,259.83,150.96,0.048,1978.87,1207.68,771.19,0.3897,3.4,6,83.09,50
ORD-10774,10,67.31,33.0,0.025,656.27,330.0,326.27,0.4972,3.5,6,45.64,59
ORD-10775,9,93.58,55.2,0.136,727.68,496.8,230.88,0.3173,3.9,4,52.69,45
ORD-10776,18,337.72,180.32,0.107,5428.51,3245.76,2182.75,0.4021,4.1,4,241.55,122
ORD-10777,27,100.53,58.83,0.074,2513.45,1588.41,925.04,0.368,4.1,9,130.93,112
ORD-10778,26,236.65,138.58,0.05,5845.26,3603.08,2242.18,0.3836,3.4,1,245.02,139
ORD-10779,2,342.84,185.93,0.064,641.8,371.86,269.94,0.4206,4.2,3,37.82,12
ORD-10780,5,140.39,67.55,0.047,668.96,337.75,331.21,0.4951,4.2,4,49.66,12
ORD-10781,29,20.87,19.8265,0.176,498.71,574.97,-76.26,-0.1529,3.2,7,48.26,86
ORD-10782,5,96.79,57.87,0.011,478.63,289.35,189.28,0.3955,3.5,7,14.64,53
ORD-10783,6,293.34,158.97,0.058,1657.96,953.82,704.14,0.4247,2.8,9,86.03,56
ORD-10784,19,304.64,166.46,0.053,5481.39,3162.74,2318.65,0.423,3.6,5,228.33,145
ORD-10785,8,272.45,144.29,0.084,1996.51,1154.32,842.19,0.4218,3.8,5,96.17,56
ORD-10786,16,52.89,36.19,0.061,794.62,579.04,215.58,0.2713,4.3,6,41.43,58
ORD-10787,13,281.5,152.15,0.091,3326.49,1977.95,1348.54,0.4054,4.5,4,137.22,101
ORD-10788,1,322.76,170.42,0.264,237.55,170.42,67.13,0.2826,3.4,2,9.22,19
ORD-10789,22,216.2,119.98,0.042,4556.63,2639.56,1917.07,0.4207,4.3,5,195.0,114
ORD-10790,20,330.19,177.3,0.081,6068.89,3546.0,2522.89,0.4157,2.8,7,263.13,145
ORD-10791,17,291.99,155.44,0.14,4268.89,2642.48,1626.41,0.381,3.5,5,176.71,118
ORD-10792,7,238.44,128.99,0.087,1523.87,902.93,620.94,0.4075,3.5,6,93.8,41
ORD-10793,25,208.36,115.03,0.103,4672.47,2875.75,1796.72,0.3845,4.1,2,238.78,149
ORD-10794,13,131.77,65.57,0.201,1368.69,852.41,516.28,0.3772,3.7,5,75.94,52
ORD-10795,4,68.36,44.52,0.147,233.24,178.08,55.16,0.2365,3.9,4,23.71,39
ORD-10796,4,217.66,123.1,0.112,773.13,492.4,280.73,0.3631,3.9,2,32.24,32
ORD-10797,6,121.57,65.04,0.055,689.3,390.24,299.06,0.4339,4.1,6,48.12,46
ORD-10798,28,305.26,163.38,0.063,8008.8,4574.64,3434.16,0.4288,3.6,10,357.51,185
ORD-10799,19,347.77,190.83,0.031,6402.79,3625.77,2777.02,0.4337,3.5,7,300.34,130
ORD-10800,29,267.06,151.38,0.004,7713.76,4390.02,3323.74,0.4309,3.9,8,344.49,181
ORD-10801,12,45.31,28.64,0.062,510.01,343.68,166.33,0.3261,4.4,7,48.05,64
ORD-10802,22,111.71,66.73,0.051,2332.28,1468.06,864.22,0.3705,3.3,7,114.44,119
ORD-10803,7,51.55,25.95,0.165,301.31,181.65,119.66,0.3971,4.7,1,11.32,34
ORD-10804,27,232.92,113.48,0.127,5490.16,3063.96,2426.2,0.4419,3.4,6,233.11,141
ORD-10805,10,271.34,155.48,0.053,2569.59,1554.8,1014.79,0.3949,4.2,6,114.55,75
