order_id,order_value,category,customer_type
ORD-15579,111.7,Books,Returning
ORD-15580,76.13,Electronics,Returning
ORD-15581,80.98,Fitness,New
ORD-15582,148.6,Fashion,New
ORD-15583,32.04,Fashion,Returning
ORD-15584,43.33,Electronics,New
ORD-15585,66.34,Home & Kitchen,Returning
ORD-15586,43.01,Fitness,Returning
ORD-15587,96.53,Fashion,New
ORD-15588,53.92,Fashion,Returning
ORD-15589,33.26,Home & Kitchen,VIP
ORD-15590,62.77,Fashion,New
ORD-15591,66.83,Home & Kitchen,New
ORD-15592,105.72,Fashion,New
ORD-15593,76.39,Fitness,Returning
ORD-15594,79.57,Home & Kitchen,VIP
ORD-15595,73.13,Electronics,Returning
ORD-15596,53.9,Fitness,VIP
ORD-15597,39.26,Fashion,Returning
ORD-15598,71.76,Books,New
ORD-15599,49.41,Home & Kitchen,New
ORD-15600,166.32,Electronics,Returning
ORD-15601,135.0,Home & Kitchen,Returning
ORD-15602,88.21,Electronics,Returning
ORD-15603,75.72,Fitness,Returning
ORD-15604,57.24,Books,New
ORD-15605,28.31,Home & Kitchen,New
ORD-15606,53.0,Fashion,Returning
ORD-15607,64.13,Home & Kitchen,Returning
ORD-15608,69.25,Fashion,Returning
ORD-15609,79.98,Electronics,New
ORD-15610,104.88,Books,VIP
ORD-15611,39.83,Fashion,New
ORD-15612,40.05,Fashion,New
ORD-15613,144.1,Electronics,Returning
ORD-15614,95.83,Books,VIP
ORD-15615,47.73,Books,VIP
ORD-15616,56.58,Fashion,New
ORD-15617,56.73,Fashion,New
ORD-15618,61.49,Fitness,Returning
ORD-15619,80.13,Fashion,Returning
ORD-15620,276.16,Books,Returning
ORD-15621,67.62,Books,New
ORD-15622,89.8,Fitness,Returning
ORD-15623,21.94,Electronics,New
ORD-15624,45.11,Home & Kitchen,New
ORD-15625,126.13,Books,Returning
ORD-15626,76.81,Fashion,New
ORD-15627,4.33,Fitness,Returning
ORD-15628,90.42,Fashion,Returning
ORD-15629,190.74,Books,New
ORD-15630,18.22,Home & Kitchen,New
ORD-15631,150.15,Electronics,VIP
ORD-15632,11.44,Fashion,Returning
ORD-15633,105.93,Electronics,VIP
ORD-15634,60.03,Fashion,New
ORD-15635,14.73,Books,Returning
ORD-15636,78.86,Electronics,VIP
ORD-15637,120.36,Books,New
ORD-15638,75.06,Electronics,New
ORD-15639,85.7,Home & Kitchen,VIP
ORD-15640,47.13,Books,New
ORD-15641,19.75,Home & Kitchen,New
ORD-15642,91.39,Fitness,VIP
ORD-15643,172.41,Books,New
ORD-15644,118.84,Home & Kitchen,Returning
ORD-15645,18.31,Fitness,Returning
ORD-15646,24.31,Electronics,Returning
ORD-15647,36.32,Fashion,New
ORD-15648,23.2,Fashion,New
ORD-15649,61.96,Fitness,Returning
ORD-15650,76.41,Home & Kitchen,Returning
ORD-15651,25.58,Home & Kitchen,New
ORD-15652,96.19,Books,New
ORD-15653,86.54,Electronics,Returning
ORD-15654,43.43,Books,New
ORD-15655,54.41,Electronics,Returning
ORD-15656,18.73,Fashion,VIP
ORD-15657,49.43,Home & Kitchen,New
ORD-15658,60.61,Fashion,VIP
ORD-15659,66.77,Home & Kitchen,Returning
ORD-15660,75.74,Fitness,Returning
ORD-15661,69.86,Fitness,VIP
ORD-15662,51.49,Electronics,New
ORD-15663,71.64,Electronics,VIP
ORD-15664,110.08,Electronics,New
ORD-15665,56.98,Fashion,Returning
ORD-15666,73.01,Electronics,Returning
ORD-15667,53.96,Fashion,New
ORD-15668,40.93,Fitness,Returning
ORD-15669,82.58,Books,Returning
ORD-15670,43.24,Fitness,Returning
ORD-15671,76.07,Electronics,Returning
ORD-15672,61.37,Home & Kitchen,New
ORD-15673,50.28,Electronics,New
ORD-15674,49.56,Fashion,New
ORD-15675,44.48,Fashion,VIP
ORD-15676,22.48,Books,Returning
ORD-15677,75.92,Home & Kitchen,Returning
ORD-15678,69.33,Fashion,Returning
ORD-15679,100.46,Home & Kitchen,Returning
ORD-15680,43.87,Books,New
ORD-15681,188.15,Electronics,New
ORD-15682,48.05,Fitness,Returning
ORD-15683,35.69,Electronics,New
ORD-15684,33.24,Electronics,VIP
ORD-15685,21.32,Fitness,New
ORD-15686,151.35,Electronics,Returning
ORD-15687,137.36,Home & Kitchen,New
ORD-15688,86.53,Electronics,Returning
ORD-15689,35.25,Home & Kitchen,VIP
ORD-15690,178.89,Home & Kitchen,New
ORD-15691,48.86,Fitness,New
ORD-15692,51.35,Fitness,Returning
ORD-15693,142.93,Home & Kitchen,New
ORD-15694,89.6,Fashion,New
ORD-15695,226.03,Electronics,Returning
ORD-15696,70.05,Home & Kitchen,New
ORD-15697,47.55,Fashion,New
ORD-15698,41.8,Electronics,New
ORD-15699,19.92,Books,Returning
ORD-15700,51.05,Fashion,VIP
ORD-15701,119.91,Electronics,New
ORD-15702,86.43,Books,New
ORD-15703,61.08,Home & Kitchen,Returning
ORD-15704,33.22,Home & Kitchen,Returning
ORD-15705,69.14,Electronics,New
ORD-15706,110.8,Fashion,Returning
ORD-15707,78.13,Home & Kitchen,Returning
ORD-15708,66.69,Fashion,New
ORD-15709,37.41,Home & Kitchen,New
ORD-15710,101.53,Electronics,Returning
ORD-15711,9.22,Electronics,New
ORD-15712,75.92,Electronics,New
ORD-15713,282.08,Fashion,Returning
ORD-15714,24.41,Electronics,New
ORD-15715,52.21,Fitness,New
ORD-15716,60.05,Home & Kitchen,New
ORD-15717,45.72,Electronics,VIP
ORD-15718,112.37,Home & Kitchen,Returning
ORD-15719,80.12,Electronics,New
ORD-15720,66.11,Fashion,New
ORD-15721,97.35,Fitness,VIP
ORD-15722,60.95,Home & Kitchen,Returning
ORD-15723,406.64,Home & Kitchen,Returning
ORD-15724,66.08,Fashion,New
ORD-15725,67.84,Electronics,New
ORD-15726,21.62,Fitness,New
ORD-15727,43.55,Home & Kitchen,Returning
ORD-15728,120.11,Home & Kitchen,VIP
ORD-15729,27.08,Books,New
ORD-15730,16.53,Fashion,Returning
ORD-15731,61.52,Fitness,VIP
ORD-15732,137.34,Home & Kitchen,VIP
ORD-15733,61.89,Electronics,Returning
ORD-15734,49.32,Electronics,New
ORD-15735,19.78,Home & Kitchen,VIP
ORD-15736,79.15,Fashion,New
ORD-15737,89.73,Home & Kitchen,New
ORD-15738,20.72,Home & Kitchen,New
ORD-15739,119.19,Fashion,Returning
ORD-15740,95.53,Fashion,New
ORD-15741,119.03,Home & Kitchen,Returning
ORD-15742,85.64,Fashion,VIP
ORD-15743,89.32,Fitness,Returning
ORD-15744,82.47,Electronics,VIP
ORD-15745,101.6,Books,VIP
ORD-15746,20.26,Electronics,Returning
ORD-15747,24.52,Electronics,Returning
ORD-15748,38.8,Home & Kitchen,VIP
ORD-15749,55.82,Electronics,Returning
ORD-15750,76.16,Fashion,New
ORD-15751,73.32,Electronics,VIP
ORD-15752,117.95,Home & Kitchen,Returning
ORD-15753,120.19,Home & Kitchen,VIP
ORD-15754,35.75,Electronics,New
ORD-15755,69.63,Fashion,New
ORD-15756,36.28,Electronics,Returning
ORD-15757,53.9,Books,Returning
ORD-15758,73.19,Electronics,New
ORD-15759,7.81,Home & Kitchen,VIP
ORD-15760,256.4,Fashion,Returning
ORD-15761,84.76,Home & Kitchen,New
ORD-15762,42.21,Books,Returning
ORD-15763,191.79,Fashion,New
ORD-15764,48.99,Home & Kitchen,Returning
ORD-15765,65.33,Fashion,New
ORD-15766,45.05,Home & Kitchen,New
ORD-15767,162.58,Fashion,VIP
ORD-15768,56.66,Electronics,New
ORD-15769,66.0,Electronics,Returning
ORD-15770,124.25,Electronics,Returning
ORD-15771,85.72,Books,New
ORD-15772,58.4,Fitness,VIP
ORD-15773,117.48,Electronics,New
ORD-15774,276.74,Fashion,Returning
ORD-15775,73.0,Home & Kitchen,Returning
ORD-15776,64.72,Fashion,Returning
ORD-15777,66.84,Fashion,New
ORD-15778,132.46,Home & Kitchen,Returning
ORD-15779,42.12,Electronics,VIP
ORD-15780,51.06,Fashion,Returning
ORD-15781,23.99,Electronics,Returning
ORD-15782,29.66,Electronics,New
ORD-15783,44.23,Home & Kitchen,New
ORD-15784,58.35,Home & Kitchen,Returning
ORD-15785,174.42,Books,New
ORD-15786,83.23,Electronics,Returning
ORD-15787,34.91,Home & Kitchen,New
ORD-15788,38.99,Books,New
ORD-15789,137.67,Home & Kitchen,New
ORD-15790,118.62,Books,New
ORD-15791,61.37,Books,Returning
ORD-15792,46.27,Fitness,Returning
ORD-15793,118.51,Books,New
ORD-15794,33.25,Home & Kitchen,New
ORD-15795,76.34,Fashion,New
ORD-15796,235.94,Books,Returning
ORD-15797,68.25,Fitness,New
ORD-15798,37.89,Electronics,Returning
ORD-15799,77.19,Fashion,Returning
ORD-15800,45.51,Fashion,New
ORD-15801,26.14,Fitness,New
ORD-15802,91.89,Electronics,New
ORD-15803,118.0,Fashion,New
ORD-15804,50.07,Fashion,New
ORD-15805,48.12,Electronics,VIP
ORD-15806,33.89,Books,New
ORD-15807,55.15,Fashion,New
ORD-15808,43.06,Electronics,Returning
ORD-15809,32.9,Fashion,VIP
ORD-15810,187.79,Fitness,Returning
ORD-15811,79.83,Home & Kitchen,Returning
ORD-15812,85.07,Fashion,New
ORD-15813,102.52,Fashion,Returning
ORD-15814,95.83,Books,Returning
ORD-15815,47.09,Fitness,Returning
ORD-15816,71.06,Home & Kitchen,New
ORD-15817,51.35,Fashion,New
ORD-15818,78.5,Books,Returning
ORD-15819,74.07,Home & Kitchen,New
ORD-15820,47.96,Fashion,Returning
ORD-15821,27.18,Books,New
ORD-15822,65.87,Fitness,Returning
ORD-15823,53.38,Home & Kitchen,New
ORD-15824,19.41,Fitness,VIP
ORD-15825,81.83,Fashion,Returning
ORD-15826,107.68,Fashion,Returning
ORD-15827,275.07,Electronics,New
ORD-15828,47.72,Home & Kitchen,Returning
ORD-15829,43.67,Fashion,New
ORD-15830,31.01,Fashion,New
ORD-15831,68.39,Books,New
ORD-15832,68.13,Electronics,New
ORD-15833,37.09,Fitness,Returning
ORD-15834,54.33,Fashion,New
ORD-15835,18.41,Electronics,Returning
ORD-15836,105.2,Electronics,VIP
ORD-15837,38.0,Fashion,Returning
ORD-15838,59.1,Fashion,New
ORD-15839,25.64,Fashion,Returning
ORD-15840,42.55,Home & Kitchen,Returning
ORD-15841,51.02,Fashion,New
ORD-15842,59.93,Electronics,New
ORD-15843,80.47,Fashion,New
ORD-15844,143.09,Electronics,New
ORD-15845,93.66,Electronics,New
ORD-15846,107.48,Electronics,New
ORD-15847,143.69,Home & Kitchen,Returning
ORD-15848,84.93,Home & Kitchen,Returning
ORD-15849,59.03,Fitness,New
ORD-15850,110.55,Fitness,VIP
ORD-15851,114.87,Fashion,New
ORD-15852,89.04,Fashion,New
ORD-15853,25.21,Electronics,New
ORD-15854,36.42,Home & Kitchen,New
ORD-15855,51.17,Fashion,Returning
ORD-15856,96.33,Fashion,New
ORD-15857,59.57,Books,VIP
ORD-15858,119.36,Electronics,VIP
ORD-15859,132.84,Electronics,New
ORD-15860,123.9,Books,Returning
ORD-15861,124.38,Fashion,Returning
ORD-15862,32.39,Fashion,Returning
ORD-15863,80.61,Electronics,New
ORD-15864,41.91,Fashion,Returning
ORD-15865,22.43,Books,New
ORD-15866,50.78,Home & Kitchen,New
ORD-15867,133.6,Fashion,VIP
ORD-15868,79.55,Fashion,New
ORD-15869,202.49,Fashion,New
ORD-15870,67.11,Home & Kitchen,New
ORD-15871,262.09,Fashion,VIP
ORD-15872,67.12,Electronics,New
ORD-15873,61.16,Home & Kitchen,New
ORD-15874,28.0,Fitness,Returning
ORD-15875,117.49,Books,New
ORD-15876,44.64,Fitness,New
ORD-15877,40.93,Fashion,Returning
ORD-15878,130.16,Fitness,VIP
ORD-15879,120.9,Books,Returning
ORD-15880,119.01,Electronics,New
ORD-15881,48.55,Fashion,New
ORD-15882,58.52,Electronics,Returning
ORD-15883,58.21,Books,New
ORD-15884,96.5,Books,Returning
ORD-15885,153.26,Fitness,Returning
ORD-15886,75.26,Fashion,VIP
ORD-15887,197.34,Books,New
ORD-15888,103.37,Electronics,VIP
ORD-15889,52.41,Electronics,New
ORD-15890,99.21,Home & Kitchen,Returning
ORD-15891,167.93,Fitness,New
ORD-15892,200.13,Fitness,Returning
ORD-15893,122.99,Fashion,New
ORD-15894,61.28,Fashion,New
ORD-15895,52.98,Fashion,New
ORD-15896,85.25,Electronics,New
ORD-15897,164.74,Fitness,VIP
ORD-15898,78.28,Fashion,Returning
ORD-15899,79.26,Electronics,Returning
ORD-15900,62.23,Fashion,Returning
ORD-15901,49.56,Home & Kitchen,New
ORD-15902,54.75,Fitness,New
ORD-15903,65.45,Electronics,New
ORD-15904,169.16,Electronics,Returning
ORD-15905,52.26,Books,Returning
ORD-15906,62.28,Home & Kitchen,New
ORD-15907,35.9,Fashion,New
ORD-15908,92.76,Electronics,New
ORD-15909,137.0,Books,Returning
ORD-15910,159.92,Home & Kitchen,New
ORD-15911,68.17,Electronics,New
ORD-15912,85.17,Electronics,New
ORD-15913,55.03,Electronics,New
ORD-15914,82.83,Electronics,Returning
ORD-15915,72.85,Electronics,VIP
ORD-15916,62.49,Electronics,New
ORD-15917,65.54,Electronics,New
ORD-15918,79.13,Fashion,New
ORD-15919,50.58,Fashion,Returning
ORD-15920,52.17,Fashion,Returning
ORD-15921,168.08,Fitness,Returning
ORD-15922,306.84,Fashion,Returning
ORD-15923,29.29,Fitness,VIP
ORD-15924,28.34,Books,New
ORD-15925,33.98,Books,New
ORD-15926,56.71,Electronics,New
ORD-15927,103.28,Electronics,Returning
ORD-15928,86.03,Home & Kitchen,New
ORD-15929,66.9,Electronics,VIP
ORD-15930,82.88,Electronics,Returning
ORD-15931,39.84,Electronics,VIP
ORD-15932,52.12,Home & Kitchen,VIP
ORD-15933,59.62,Fitness,Returning
ORD-15934,23.32,Fashion,VIP
ORD-15935,30.06,Books,Returning
ORD-15936,30.79,Fitness,New
ORD-15937,95.44,Electronics,Returning
ORD-15938,69.91,Fashion,VIP
ORD-15939,87.06,Electronics,Returning
ORD-15940,20.01,Books,Returning
ORD-15941,24.78,Home & Kitchen,New
ORD-15942,89.83,Home & Kitchen,Returning
ORD-15943,11.39,Home & Kitchen,New
ORD-15944,125.81,Fashion,Returning
ORD-15945,20.21,Books,Returning
ORD-15946,100.08,Books,Returning
ORD-15947,35.4,Home & Kitchen,New
ORD-15948,113.22,Fashion,Returning
ORD-15949,413.6,Electronics,New
ORD-15950,15.43,Electronics,New
ORD-15951,91.58,Electronics,New
ORD-15952,20.39,Home & Kitchen,Returning
ORD-15953,77.95,Fitness,New
ORD-15954,53.3,Books,New
ORD-15955,65.23,Electronics,VIP
ORD-15956,34.92,Fashion,Returning
ORD-15957,96.38,Electronics,VIP
ORD-15958,25.3,Books,Returning
ORD-15959,127.1,Fitness,New
ORD-15960,47.2,Fashion,Returning
ORD-15961,26.01,Home & Kitchen,New
ORD-15962,157.11,Home & Kitchen,VIP
ORD-15963,57.95,Fashion,New
ORD-15964,189.54,Electronics,Returning
ORD-15965,125.56,Fashion,Returning
ORD-15966,37.38,Electronics,Returning
ORD-15967,57.34,Home & Kitchen,New
ORD-15968,64.89,Fashion,Returning
ORD-15969,150.77,Home & Kitchen,New
ORD-15970,78.45,Home & Kitchen,Returning
ORD-15971,67.07,Fashion,New
ORD-15972,53.52,Books,New
ORD-15973,58.54,Fashion,Returning
ORD-15974,131.99,Home & Kitchen,Returning
ORD-15975,60.47,Electronics,Returning
ORD-15976,47.61,Home & Kitchen,Returning
ORD-15977,43.0,Fashion,New
ORD-15978,43.28,Electronics,Returning
ORD-15979,26.02,Electronics,New
ORD-15980,38.47,Home & Kitchen,Returning
ORD-15981,148.27,Home & Kitchen,New
ORD-15982,53.31,Home & Kitchen,New
ORD-15983,92.08,Fashion,Returning
ORD-15984,13.64,Home & Kitchen,VIP
ORD-15985,84.86,Home & Kitchen,VIP
ORD-15986,54.77,Electronics,Returning
ORD-15987,45.2,Fashion,New
ORD-15988,67.26,Fashion,New
ORD-15989,44.81,Fitness,New
ORD-15990,16.87,Fashion,Returning
ORD-15991,104.94,Fashion,New
ORD-15992,69.81,Books,VIP
ORD-15993,49.98,Fitness,New
ORD-15994,33.79,Electronics,New
ORD-15995,24.98,Books,Returning
ORD-15996,69.02,Electronics,New
ORD-15997,158.87,Fitness,New
ORD-15998,68.16,Electronics,Returning
ORD-15999,26.32,Fashion,VIP
ORD-16000,69.07,Books,New
ORD-16001,58.44,Electronics,New
ORD-16002,101.33,Fitness,New
ORD-16003,86.84,Fashion,Returning
ORD-16004,10.06,Electronics,New
ORD-16005,83.69,Books,Returning
ORD-16006,33.05,Fashion,Returning
ORD-16007,25.71,Fitness,VIP
ORD-16008,53.89,Fitness,Returning
ORD-16009,77.21,Electronics,Returning
ORD-16010,22.55,Fashion,Returning
ORD-16011,92.09,Fashion,New
ORD-16012,95.39,Fashion,New
ORD-16013,62.07,Electronics,Returning
ORD-16014,35.85,Fashion,New
ORD-16015,33.53,Fitness,New
ORD-16016,111.67,Electronics,New
ORD-16017,24.37,Home & Kitchen,New
ORD-16018,114.28,Fashion,New
ORD-16019,54.65,Electronics,Returning
ORD-16020,56.97,Electronics,Returning
ORD-16021,21.65,Electronics,New
ORD-16022,55.26,Home & Kitchen,Returning
ORD-16023,87.2,Electronics,New
ORD-16024,27.06,Fitness,VIP
ORD-16025,81.38,Fitness,Returning
ORD-16026,63.65,Electronics,Returning
ORD-16027,41.01,Fitness,Returning
ORD-16028,100.77,Books,Returning
ORD-16029,16.1,Electronics,New
ORD-16030,74.29,Books,New
ORD-16031,159.44,Fashion,VIP
ORD-16032,143.16,Home & Kitchen,VIP
ORD-16033,76.24,Electronics,Returning
ORD-16034,50.35,Fitness,Returning
ORD-16035,41.2,Fitness,New
ORD-16036,50.31,Books,Returning
ORD-16037,83.62,Books,Returning
ORD-16038,37.18,Electronics,New
ORD-16039,95.05,Home & Kitchen,VIP
ORD-16040,217.0,Fashion,Returning
ORD-16041,58.14,Electronics,VIP
ORD-16042,26.93,Electronics,Returning
ORD-16043,26.93,Books,New
ORD-16044,96.15,Home & Kitchen,Returning
ORD-16045,58.22,Electronics,New
ORD-16046,102.11,Books,VIP
ORD-16047,43.81,Fitness,New
ORD-16048,99.32,Fashion,Returning
ORD-16049,54.87,Fashion,Returning
ORD-16050,38.88,Home & Kitchen,New
ORD-16051,47.44,Home & Kitchen,New
ORD-16052,29.42,Fashion,Returning
ORD-16053,199.06,Fashion,New
ORD-16054,56.95,Electronics,VIP
ORD-16055,88.83,Fashion,New
ORD-16056,43.72,Fashion,New
ORD-16057,32.1,Fashion,New
ORD-16058,52.44,Fashion,New
ORD-16059,116.83,Home & Kitchen,New
ORD-16060,44.15,Fashion,VIP
ORD-16061,35.79,Fashion,Returning
ORD-16062,66.24,Electronics,VIP
ORD-16063,81.4,Books,New
ORD-16064,161.69,Electronics,New
ORD-16065,74.61,Fashion,New
ORD-16066,88.8,Electronics,Returning
ORD-16067,92.9,Home & Kitchen,New
ORD-16068,30.21,Fashion,New
ORD-16069,33.85,Fashion,Returning
ORD-16070,31.49,Fitness,New
ORD-16071,27.13,Fitness,Returning
ORD-16072,97.25,Fashion,Returning
ORD-16073,71.81,Fashion,Returning
ORD-16074,63.29,Books,New
ORD-16075,12.74,Books,Returning
ORD-16076,207.12,Home & Kitchen,New
ORD-16077,35.28,Fitness,New
ORD-16078,206.66,Fitness,New
ORD-16079,25.29,Books,New
ORD-16080,37.06,Electronics,Returning
ORD-16081,16.09,Books,Returning
ORD-16082,74.98,Home & Kitchen,Returning
ORD-16083,31.16,Home & Kitchen,New
ORD-16084,31.7,Fashion,New
ORD-16085,26.48,Fashion,New
ORD-16086,96.2,Fitness,VIP
ORD-16087,92.47,Home & Kitchen,New
ORD-16088,178.97,Electronics,New
ORD-16089,39.99,Home & Kitchen,New
ORD-16090,68.81,Electronics,Returning
ORD-16091,27.84,Fashion,New
ORD-16092,49.35,Home & Kitchen,New
ORD-16093,44.2,Home & Kitchen,Returning
ORD-16094,79.73,Electronics,Returning
ORD-16095,111.08,Electronics,Returning
ORD-16096,109.36,Fashion,VIP
ORD-16097,36.39,Home & Kitchen,VIP
ORD-16098,109.85,Books,Returning
ORD-16099,58.77,Fitness,VIP
ORD-16100,49.66,Home & Kitchen,Returning
ORD-16101,39.44,Fashion,New
ORD-16102,43.12,Electronics,Returning
ORD-16103,171.64,Fitness,Returning
ORD-16104,72.56,Fashion,Returning
ORD-16105,67.0,Electronics,Returning
ORD-16106,51.56,Fashion,Returning
ORD-16107,261.8,Home & Kitchen,VIP
ORD-16108,132.03,Fashion,New
ORD-16109,39.15,Electronics,Returning
ORD-16110,51.2,Home & Kitchen,Returning
ORD-16111,53.06,Electronics,VIP
ORD-16112,65.86,Fashion,New
ORD-16113,39.62,Fitness,New
ORD-16114,78.52,Books,New
ORD-16115,144.21,Fashion,New
ORD-16116,27.44,Electronics,New
ORD-16117,30.66,Fashion,New
ORD-16118,45.16,Fashion,New
ORD-16119,46.43,Fitness,VIP
ORD-16120,200.15,Home & Kitchen,New
ORD-16121,110.06,Fashion,New
ORD-16122,106.33,Fitness,Returning
ORD-16123,51.49,Fashion,New
ORD-16124,50.82,Fashion,Returning
ORD-16125,25.25,Books,Returning
ORD-16126,96.45,Electronics,New
ORD-16127,81.01,Fashion,Returning
ORD-16128,130.53,Fitness,New
ORD-16129,53.17,Fashion,New
ORD-16130,55.42,Fashion,Returning
ORD-16131,66.82,Electronics,New
ORD-16132,103.04,Fashion,Returning
ORD-16133,24.97,Fashion,Returning
ORD-16134,93.84,Fashion,New
ORD-16135,59.6,Fashion,New
ORD-16136,31.97,Fashion,Returning
ORD-16137,17.27,Home & Kitchen,New
ORD-16138,55.6,Fitness,Returning
ORD-16139,143.83,Home & Kitchen,VIP
ORD-16140,164.81,Home & Kitchen,Returning
ORD-16141,74.68,Fitness,New
ORD-16142,195.82,Electronics,New
ORD-16143,58.81,Fashion,Returning
ORD-16144,106.91,Electronics,Returning
ORD-16145,46.03,Fashion,VIP
ORD-16146,44.31,Books,Returning
ORD-16147,40.19,Fashion,New
ORD-16148,17.53,Fitness,New
ORD-16149,130.62,Electronics,VIP
ORD-16150,41.06,Fashion,Returning
ORD-16151,37.31,Fashion,VIP
ORD-16152,29.73,Electronics,Returning
ORD-16153,53.38,Fashion,VIP
ORD-16154,173.83,Home & Kitchen,Returning
ORD-16155,211.93,Fashion,VIP
ORD-16156,22.28,Fitness,VIP
ORD-16157,48.78,Books,Returning
ORD-16158,32.44,Fashion,VIP
ORD-16159,109.18,Books,Returning
ORD-16160,71.66,Electronics,Returning
ORD-16161,41.18,Fashion,Returning
ORD-16162,63.03,Fashion,Returning
ORD-16163,45.31,Home & Kitchen,Returning
ORD-16164,158.94,Fashion,Returning
ORD-16165,83.78,Home & Kitchen,New
ORD-16166,90.19,Fitness,Returning
ORD-16167,12.18,Fashion,VIP
ORD-16168,57.97,Fitness,Returning
ORD-16169,210.59,Home & Kitchen,Returning
ORD-16170,133.71,Fashion,VIP
ORD-16171,19.92,Fashion,Returning
ORD-16172,50.0,Fashion,Returning
ORD-16173,29.34,Fashion,Returning
ORD-16174,168.45,Fitness,Returning
ORD-16175,69.87,Fashion,Returning
ORD-16176,38.07,Electronics,New
ORD-16177,61.59,Fitness,New
ORD-16178,12.62,Home & Kitchen,VIP
ORD-16179,31.47,Books,VIP
ORD-16180,61.67,Fashion,New
ORD-16181,100.22,Home & Kitchen,VIP
ORD-16182,18.83,Fashion,Returning
ORD-16183,48.01,Home & Kitchen,New
ORD-16184,110.59,Fashion,Returning
ORD-16185,25.26,Electronics,New
ORD-16186,69.24,Books,New
ORD-16187,62.78,Home & Kitchen,VIP
ORD-16188,168.79,Home & Kitchen,Returning
ORD-16189,52.56,Fashion,New
ORD-16190,54.44,Home & Kitchen,Returning
ORD-16191,100.78,Electronics,Returning
ORD-16192,27.23,Fashion,Returning
ORD-16193,52.85,Electronics,New
ORD-16194,45.9,Electronics,New
ORD-16195,55.51,Electronics,Returning
ORD-16196,100.39,Fitness,Returning
ORD-16197,84.14,Electronics,VIP
ORD-16198,38.51,Fitness,New
ORD-16199,65.5,Books,VIP
ORD-16200,147.56,Electronics,VIP
ORD-16201,36.64,Home & Kitchen,New
ORD-16202,65.83,Fashion,New
ORD-16203,53.74,Books,Returning
ORD-16204,58.1,Fashion,VIP
ORD-16205,22.68,Fashion,New
ORD-16206,140.68,Fashion,New
ORD-16207,37.92,Books,Returning
ORD-16208,111.68,Electronics,Returning
ORD-16209,41.56,Fitness,New
ORD-16210,41.46,Electronics,New
ORD-16211,124.95,Home & Kitchen,New
ORD-16212,109.54,Fashion,VIP
ORD-16213,68.39,Electronics,Returning
ORD-16214,95.27,Electronics,Returning
ORD-16215,50.75,Fashion,VIP
ORD-16216,60.04,Fitness,Returning
ORD-16217,40.57,Home & Kitchen,VIP
ORD-16218,103.8,Electronics,New
ORD-16219,39.8,Fashion,New
ORD-16220,147.1,Electronics,New
ORD-16221,49.92,Home & Kitchen,New
ORD-16222,61.09,Fitness,Returning
ORD-16223,95.13,Fitness,Returning
ORD-16224,61.21,Fitness,New
ORD-16225,50.46,Fashion,Returning
ORD-16226,59.26,Fashion,Returning
ORD-16227,103.16,Fitness,Returning
ORD-16228,40.54,Electronics,New
ORD-16229,55.94,Electronics,VIP
ORD-16230,60.71,Fashion,Returning
ORD-16231,101.37,Fitness,VIP
ORD-16232,56.83,Home & Kitchen,Returning
ORD-16233,178.57,Books,Returning
ORD-16234,54.93,Fashion,New
ORD-16235,52.32,Fashion,Returning
ORD-16236,54.46,Fashion,New
ORD-16237,27.39,Fitness,VIP
ORD-16238,32.39,Electronics,New
ORD-16239,43.89,Books,New
ORD-16240,119.28,Fashion,Returning
ORD-16241,59.15,Fitness,Returning
ORD-16242,45.11,Fitness,Returning
ORD-16243,125.95,Fashion,Returning
ORD-16244,153.04,Home & Kitchen,Returning
ORD-16245,128.15,Fashion,VIP
ORD-16246,36.17,Fitness,Returning
ORD-16247,44.83,Fitness,Returning
ORD-16248,179.15,Home & Kitchen,VIP
ORD-16249,69.73,Electronics,New
ORD-16250,51.39,Books,New
ORD-16251,92.85,Books,New
ORD-16252,110.43,Home & Kitchen,Returning
ORD-16253,42.83,Books,Returning
ORD-16254,68.83,Fashion,New
ORD-16255,105.21,Fashion,New
ORD-16256,30.08,Fashion,New
ORD-16257,60.79,Electronics,Returning
ORD-16258,30.92,Fashion,New
ORD-16259,33.44,Home & Kitchen,Returning
ORD-16260,43.04,Electronics,VIP
ORD-16261,80.34,Fashion,Returning
ORD-16262,49.74,Home & Kitchen,VIP
ORD-16263,40.89,Fitness,VIP
ORD-16264,62.24,Books,Returning
ORD-16265,30.32,Fashion,Returning
ORD-16266,78.04,Fitness,Returning
ORD-16267,118.97,Electronics,Returning
ORD-16268,57.54,Electronics,New
ORD-16269,53.43,Home & Kitchen,New
ORD-16270,75.49,Fashion,Returning
ORD-16271,17.87,Fitness,VIP
ORD-16272,83.27,Fashion,Returning
ORD-16273,388.05,Electronics,New
ORD-16274,56.06,Fashion,Returning
ORD-16275,56.18,Electronics,Returning
ORD-16276,94.27,Fashion,Returning
ORD-16277,161.94,Electronics,Returning
ORD-16278,108.31,Fashion,New
ORD-16279,16.55,Fitness,New
ORD-16280,84.61,Electronics,VIP
ORD-16281,282.35,Home & Kitchen,New
ORD-16282,87.66,Home & Kitchen,VIP
ORD-16283,30.18,Fashion,New
ORD-16284,71.46,Fashion,VIP
ORD-16285,27.98,Home & Kitchen,New
ORD-16286,126.43,Fitness,Returning
ORD-16287,34.0,Electronics,Returning
ORD-16288,63.09,Fitness,Returning
ORD-16289,36.07,Electronics,Returning
